Datetime;PJM_Load_MW;Weekday;Date;Year;Month;Season;Day;Time;Hour;Minute;Week;DayOfWeek;LeapYear
2000-07-08 14:00:00;3;Saturday;2000-07-08;2000;7;Summer;8;14:00:00;14;0;27;5;True
2000-07-08 15:00:00;3;Saturday;2000-07-08;2000;7;Summer;8;15:00:00;15;0;27;5;True
2000-07-08 16:00:00;3;Saturday;2000-07-08;2000;7;Summer;8;16:00:00;16;0;27;5;True
2000-07-08 17:00:00;3;Saturday;2000-07-08;2000;7;Summer;8;17:00:00;17;0;27;5;True
2000-07-08 18:00:00;3;Saturday;2000-07-08;2000;7;Summer;8;18:00:00;18;0;27;5;True
2000-07-08 19:00:00;3;Saturday;2000-07-08;2000;7;Summer;8;19:00:00;19;0;27;5;True
2000-07-08 20:00:00;3;Saturday;2000-07-08;2000;7;Summer;8;20:00:00;20;0;27;5;True
2000-07-08 21:00:00;3;Saturday;2000-07-08;2000;7;Summer;8;21:00:00;21;0;27;5;True
2000-07-08 22:00:00;3;Saturday;2000-07-08;2000;7;Summer;8;22:00:00;22;0;27;5;True
2000-07-08 23:00:00;3;Saturday;2000-07-08;2000;7;Summer;8;23:00:00;23;0;27;5;True
2000-07-09 00:00:00;3;Sunday;2000-07-09;2000;7;Summer;9;00:00:00;0;0;27;6;True
2000-07-09 01:00:00;2;Sunday;2000-07-09;2000;7;Summer;9;01:00:00;1;0;27;6;True
2000-07-09 02:00:00;2;Sunday;2000-07-09;2000;7;Summer;9;02:00:00;2;0;27;6;True
2000-07-09 03:00:00;2;Sunday;2000-07-09;2000;7;Summer;9;03:00:00;3;0;27;6;True
2000-07-09 04:00:00;2;Sunday;2000-07-09;2000;7;Summer;9;04:00:00;4;0;27;6;True
2000-07-09 05:00:00;2;Sunday;2000-07-09;2000;7;Summer;9;05:00:00;5;0;27;6;True
2000-07-09 06:00:00;2;Sunday;2000-07-09;2000;7;Summer;9;06:00:00;6;0;27;6;True
2000-07-09 07:00:00;2;Sunday;2000-07-09;2000;7;Summer;9;07:00:00;7;0;27;6;True
2000-07-09 08:00:00;2;Sunday;2000-07-09;2000;7;Summer;9;08:00:00;8;0;27;6;True
2000-07-09 09:00:00;2;Sunday;2000-07-09;2000;7;Summer;9;09:00:00;9;0;27;6;True
2000-07-09 10:00:00;3;Sunday;2000-07-09;2000;7;Summer;9;10:00:00;10;0;27;6;True
2000-07-09 11:00:00;3;Sunday;2000-07-09;2000;7;Summer;9;11:00:00;11;0;27;6;True
2000-07-09 12:00:00;3;Sunday;2000-07-09;2000;7;Summer;9;12:00:00;12;0;27;6;True
2000-07-09 13:00:00;3;Sunday;2000-07-09;2000;7;Summer;9;13:00:00;13;0;27;6;True
2000-07-09 14:00:00;3;Sunday;2000-07-09;2000;7;Summer;9;14:00:00;14;0;27;6;True
2000-07-09 15:00:00;3;Sunday;2000-07-09;2000;7;Summer;9;15:00:00;15;0;27;6;True
2000-07-09 16:00:00;3;Sunday;2000-07-09;2000;7;Summer;9;16:00:00;16;0;27;6;True
2000-07-09 17:00:00;3;Sunday;2000-07-09;2000;7;Summer;9;17:00:00;17;0;27;6;True
2000-07-09 18:00:00;4;Sunday;2000-07-09;2000;7;Summer;9;18:00:00;18;0;27;6;True
2000-07-09 19:00:00;4;Sunday;2000-07-09;2000;7;Summer;9;19:00:00;19;0;27;6;True
2000-07-09 20:00:00;3;Sunday;2000-07-09;2000;7;Summer;9;20:00:00;20;0;27;6;True
2000-07-09 21:00:00;3;Sunday;2000-07-09;2000;7;Summer;9;21:00:00;21;0;27;6;True
2000-07-09 22:00:00;4;Sunday;2000-07-09;2000;7;Summer;9;22:00:00;22;0;27;6;True
2000-07-09 23:00:00;3;Sunday;2000-07-09;2000;7;Summer;9;23:00:00;23;0;27;6;True
2000-07-10 00:00:00;3;Monday;2000-07-10;2000;7;Summer;10;00:00:00;0;0;28;0;True
2000-07-10 01:00:00;3;Monday;2000-07-10;2000;7;Summer;10;01:00:00;1;0;28;0;True
2000-07-10 02:00:00;3;Monday;2000-07-10;2000;7;Summer;10;02:00:00;2;0;28;0;True
2000-07-10 03:00:00;3;Monday;2000-07-10;2000;7;Summer;10;03:00:00;3;0;28;0;True
2000-07-10 04:00:00;3;Monday;2000-07-10;2000;7;Summer;10;04:00:00;4;0;28;0;True
2000-07-10 05:00:00;3;Monday;2000-07-10;2000;7;Summer;10;05:00:00;5;0;28;0;True
2000-07-10 06:00:00;3;Monday;2000-07-10;2000;7;Summer;10;06:00:00;6;0;28;0;True
2000-07-10 07:00:00;3;Monday;2000-07-10;2000;7;Summer;10;07:00:00;7;0;28;0;True
2000-07-10 08:00:00;3;Monday;2000-07-10;2000;7;Summer;10;08:00:00;8;0;28;0;True
2000-07-10 09:00:00;4;Monday;2000-07-10;2000;7;Summer;10;09:00:00;9;0;28;0;True
2000-07-10 10:00:00;4;Monday;2000-07-10;2000;7;Summer;10;10:00:00;10;0;28;0;True
2000-07-10 11:00:00;4;Monday;2000-07-10;2000;7;Summer;10;11:00:00;11;0;28;0;True
2000-07-10 12:00:00;5;Monday;2000-07-10;2000;7;Summer;10;12:00:00;12;0;28;0;True
2000-07-10 13:00:00;5;Monday;2000-07-10;2000;7;Summer;10;13:00:00;13;0;28;0;True
2000-07-10 14:00:00;5;Monday;2000-07-10;2000;7;Summer;10;14:00:00;14;0;28;0;True
2000-07-10 15:00:00;5;Monday;2000-07-10;2000;7;Summer;10;15:00:00;15;0;28;0;True
2000-07-10 16:00:00;5;Monday;2000-07-10;2000;7;Summer;10;16:00:00;16;0;28;0;True
2000-07-10 17:00:00;5;Monday;2000-07-10;2000;7;Summer;10;17:00:00;17;0;28;0;True
2000-07-10 18:00:00;5;Monday;2000-07-10;2000;7;Summer;10;18:00:00;18;0;28;0;True
2000-07-10 19:00:00;4;Monday;2000-07-10;2000;7;Summer;10;19:00:00;19;0;28;0;True
2000-07-10 20:00:00;4;Monday;2000-07-10;2000;7;Summer;10;20:00:00;20;0;28;0;True
2000-07-10 21:00:00;4;Monday;2000-07-10;2000;7;Summer;10;21:00:00;21;0;28;0;True
2000-07-10 22:00:00;4;Monday;2000-07-10;2000;7;Summer;10;22:00:00;22;0;28;0;True
2000-07-10 23:00:00;4;Monday;2000-07-10;2000;7;Summer;10;23:00:00;23;0;28;0;True
2000-07-11 00:00:00;3;Tuesday;2000-07-11;2000;7;Summer;11;00:00:00;0;0;28;1;True
2000-07-11 01:00:00;3;Tuesday;2000-07-11;2000;7;Summer;11;01:00:00;1;0;28;1;True
2000-07-11 02:00:00;3;Tuesday;2000-07-11;2000;7;Summer;11;02:00:00;2;0;28;1;True
2000-07-11 03:00:00;3;Tuesday;2000-07-11;2000;7;Summer;11;03:00:00;3;0;28;1;True
2000-07-11 04:00:00;3;Tuesday;2000-07-11;2000;7;Summer;11;04:00:00;4;0;28;1;True
2000-07-11 05:00:00;3;Tuesday;2000-07-11;2000;7;Summer;11;05:00:00;5;0;28;1;True
2000-07-11 06:00:00;3;Tuesday;2000-07-11;2000;7;Summer;11;06:00:00;6;0;28;1;True
2000-07-11 07:00:00;3;Tuesday;2000-07-11;2000;7;Summer;11;07:00:00;7;0;28;1;True
2000-07-11 08:00:00;3;Tuesday;2000-07-11;2000;7;Summer;11;08:00:00;8;0;28;1;True
2000-07-11 09:00:00;3;Tuesday;2000-07-11;2000;7;Summer;11;09:00:00;9;0;28;1;True
2000-07-11 10:00:00;4;Tuesday;2000-07-11;2000;7;Summer;11;10:00:00;10;0;28;1;True
2000-07-11 11:00:00;4;Tuesday;2000-07-11;2000;7;Summer;11;11:00:00;11;0;28;1;True
2000-07-11 12:00:00;4;Tuesday;2000-07-11;2000;7;Summer;11;12:00:00;12;0;28;1;True
2000-07-11 13:00:00;4;Tuesday;2000-07-11;2000;7;Summer;11;13:00:00;13;0;28;1;True
2000-07-11 14:00:00;4;Tuesday;2000-07-11;2000;7;Summer;11;14:00:00;14;0;28;1;True
2000-07-11 15:00:00;4;Tuesday;2000-07-11;2000;7;Summer;11;15:00:00;15;0;28;1;True
2000-07-11 16:00:00;4;Tuesday;2000-07-11;2000;7;Summer;11;16:00:00;16;0;28;1;True
2000-07-11 17:00:00;4;Tuesday;2000-07-11;2000;7;Summer;11;17:00:00;17;0;28;1;True
2000-07-11 18:00:00;4;Tuesday;2000-07-11;2000;7;Summer;11;18:00:00;18;0;28;1;True
2000-07-11 19:00:00;4;Tuesday;2000-07-11;2000;7;Summer;11;19:00:00;19;0;28;1;True
2000-07-11 20:00:00;4;Tuesday;2000-07-11;2000;7;Summer;11;20:00:00;20;0;28;1;True
2000-07-11 21:00:00;4;Tuesday;2000-07-11;2000;7;Summer;11;21:00:00;21;0;28;1;True
2000-07-11 22:00:00;4;Tuesday;2000-07-11;2000;7;Summer;11;22:00:00;22;0;28;1;True
2000-07-11 23:00:00;3;Tuesday;2000-07-11;2000;7;Summer;11;23:00:00;23;0;28;1;True
2000-07-12 00:00:00;3;Wednesday;2000-07-12;2000;7;Summer;12;00:00:00;0;0;28;2;True
2000-07-12 01:00:00;3;Wednesday;2000-07-12;2000;7;Summer;12;01:00:00;1;0;28;2;True
2000-07-12 02:00:00;3;Wednesday;2000-07-12;2000;7;Summer;12;02:00:00;2;0;28;2;True
2000-07-12 03:00:00;2;Wednesday;2000-07-12;2000;7;Summer;12;03:00:00;3;0;28;2;True
2000-07-12 04:00:00;2;Wednesday;2000-07-12;2000;7;Summer;12;04:00:00;4;0;28;2;True
2000-07-12 05:00:00;2;Wednesday;2000-07-12;2000;7;Summer;12;05:00:00;5;0;28;2;True
2000-07-12 06:00:00;3;Wednesday;2000-07-12;2000;7;Summer;12;06:00:00;6;0;28;2;True
2000-07-12 07:00:00;3;Wednesday;2000-07-12;2000;7;Summer;12;07:00:00;7;0;28;2;True
2000-07-12 08:00:00;3;Wednesday;2000-07-12;2000;7;Summer;12;08:00:00;8;0;28;2;True
2000-07-12 09:00:00;3;Wednesday;2000-07-12;2000;7;Summer;12;09:00:00;9;0;28;2;True
2000-07-12 10:00:00;3;Wednesday;2000-07-12;2000;7;Summer;12;10:00:00;10;0;28;2;True
2000-07-12 11:00:00;4;Wednesday;2000-07-12;2000;7;Summer;12;11:00:00;11;0;28;2;True
2000-07-12 12:00:00;4;Wednesday;2000-07-12;2000;7;Summer;12;12:00:00;12;0;28;2;True
2000-07-12 13:00:00;4;Wednesday;2000-07-12;2000;7;Summer;12;13:00:00;13;0;28;2;True
2000-07-12 14:00:00;4;Wednesday;2000-07-12;2000;7;Summer;12;14:00:00;14;0;28;2;True
2000-07-12 15:00:00;4;Wednesday;2000-07-12;2000;7;Summer;12;15:00:00;15;0;28;2;True
2000-07-12 16:00:00;4;Wednesday;2000-07-12;2000;7;Summer;12;16:00:00;16;0;28;2;True
2000-07-12 17:00:00;4;Wednesday;2000-07-12;2000;7;Summer;12;17:00:00;17;0;28;2;True
2000-07-12 18:00:00;4;Wednesday;2000-07-12;2000;7;Summer;12;18:00:00;18;0;28;2;True
2000-07-12 19:00:00;4;Wednesday;2000-07-12;2000;7;Summer;12;19:00:00;19;0;28;2;True
2000-07-12 20:00:00;4;Wednesday;2000-07-12;2000;7;Summer;12;20:00:00;20;0;28;2;True
2000-07-12 21:00:00;4;Wednesday;2000-07-12;2000;7;Summer;12;21:00:00;21;0;28;2;True
2000-07-12 22:00:00;4;Wednesday;2000-07-12;2000;7;Summer;12;22:00:00;22;0;28;2;True
2000-07-12 23:00:00;3;Wednesday;2000-07-12;2000;7;Summer;12;23:00:00;23;0;28;2;True
2000-07-13 00:00:00;3;Thursday;2000-07-13;2000;7;Summer;13;00:00:00;0;0;28;3;True
2000-07-13 01:00:00;3;Thursday;2000-07-13;2000;7;Summer;13;01:00:00;1;0;28;3;True
2000-07-13 02:00:00;3;Thursday;2000-07-13;2000;7;Summer;13;02:00:00;2;0;28;3;True
2000-07-13 03:00:00;2;Thursday;2000-07-13;2000;7;Summer;13;03:00:00;3;0;28;3;True
2000-07-13 04:00:00;2;Thursday;2000-07-13;2000;7;Summer;13;04:00:00;4;0;28;3;True
2000-07-13 05:00:00;2;Thursday;2000-07-13;2000;7;Summer;13;05:00:00;5;0;28;3;True
2000-07-13 06:00:00;3;Thursday;2000-07-13;2000;7;Summer;13;06:00:00;6;0;28;3;True
2000-07-13 07:00:00;3;Thursday;2000-07-13;2000;7;Summer;13;07:00:00;7;0;28;3;True
2000-07-13 08:00:00;3;Thursday;2000-07-13;2000;7;Summer;13;08:00:00;8;0;28;3;True
2000-07-13 09:00:00;3;Thursday;2000-07-13;2000;7;Summer;13;09:00:00;9;0;28;3;True
2000-07-13 10:00:00;3;Thursday;2000-07-13;2000;7;Summer;13;10:00:00;10;0;28;3;True
2000-07-13 11:00:00;4;Thursday;2000-07-13;2000;7;Summer;13;11:00:00;11;0;28;3;True
2000-07-13 12:00:00;4;Thursday;2000-07-13;2000;7;Summer;13;12:00:00;12;0;28;3;True
2000-07-13 13:00:00;4;Thursday;2000-07-13;2000;7;Summer;13;13:00:00;13;0;28;3;True
2000-07-13 14:00:00;4;Thursday;2000-07-13;2000;7;Summer;13;14:00:00;14;0;28;3;True
2000-07-13 15:00:00;4;Thursday;2000-07-13;2000;7;Summer;13;15:00:00;15;0;28;3;True
2000-07-13 16:00:00;4;Thursday;2000-07-13;2000;7;Summer;13;16:00:00;16;0;28;3;True
2000-07-13 17:00:00;4;Thursday;2000-07-13;2000;7;Summer;13;17:00:00;17;0;28;3;True
2000-07-13 18:00:00;4;Thursday;2000-07-13;2000;7;Summer;13;18:00:00;18;0;28;3;True
2000-07-13 19:00:00;4;Thursday;2000-07-13;2000;7;Summer;13;19:00:00;19;0;28;3;True
2000-07-13 20:00:00;4;Thursday;2000-07-13;2000;7;Summer;13;20:00:00;20;0;28;3;True
2000-07-13 21:00:00;4;Thursday;2000-07-13;2000;7;Summer;13;21:00:00;21;0;28;3;True
2000-07-13 22:00:00;4;Thursday;2000-07-13;2000;7;Summer;13;22:00:00;22;0;28;3;True
2000-07-13 23:00:00;3;Thursday;2000-07-13;2000;7;Summer;13;23:00:00;23;0;28;3;True
2000-07-14 00:00:00;3;Friday;2000-07-14;2000;7;Summer;14;00:00:00;0;0;28;4;True
2000-07-14 01:00:00;3;Friday;2000-07-14;2000;7;Summer;14;01:00:00;1;0;28;4;True
2000-07-14 02:00:00;3;Friday;2000-07-14;2000;7;Summer;14;02:00:00;2;0;28;4;True
2000-07-14 03:00:00;2;Friday;2000-07-14;2000;7;Summer;14;03:00:00;3;0;28;4;True
2000-07-14 04:00:00;2;Friday;2000-07-14;2000;7;Summer;14;04:00:00;4;0;28;4;True
2000-07-14 05:00:00;2;Friday;2000-07-14;2000;7;Summer;14;05:00:00;5;0;28;4;True
2000-07-14 06:00:00;3;Friday;2000-07-14;2000;7;Summer;14;06:00:00;6;0;28;4;True
2000-07-14 07:00:00;3;Friday;2000-07-14;2000;7;Summer;14;07:00:00;7;0;28;4;True
2000-07-14 08:00:00;3;Friday;2000-07-14;2000;7;Summer;14;08:00:00;8;0;28;4;True
2000-07-14 09:00:00;3;Friday;2000-07-14;2000;7;Summer;14;09:00:00;9;0;28;4;True
2000-07-14 10:00:00;3;Friday;2000-07-14;2000;7;Summer;14;10:00:00;10;0;28;4;True
2000-07-14 11:00:00;4;Friday;2000-07-14;2000;7;Summer;14;11:00:00;11;0;28;4;True
2000-07-14 12:00:00;4;Friday;2000-07-14;2000;7;Summer;14;12:00:00;12;0;28;4;True
2000-07-14 13:00:00;4;Friday;2000-07-14;2000;7;Summer;14;13:00:00;13;0;28;4;True
2000-07-14 14:00:00;4;Friday;2000-07-14;2000;7;Summer;14;14:00:00;14;0;28;4;True
2000-07-14 15:00:00;4;Friday;2000-07-14;2000;7;Summer;14;15:00:00;15;0;28;4;True
2000-07-14 16:00:00;4;Friday;2000-07-14;2000;7;Summer;14;16:00:00;16;0;28;4;True
2000-07-14 17:00:00;4;Friday;2000-07-14;2000;7;Summer;14;17:00:00;17;0;28;4;True
2000-07-14 18:00:00;4;Friday;2000-07-14;2000;7;Summer;14;18:00:00;18;0;28;4;True
2000-07-14 19:00:00;4;Friday;2000-07-14;2000;7;Summer;14;19:00:00;19;0;28;4;True
2000-07-14 20:00:00;3;Friday;2000-07-14;2000;7;Summer;14;20:00:00;20;0;28;4;True
2000-07-14 21:00:00;3;Friday;2000-07-14;2000;7;Summer;14;21:00:00;21;0;28;4;True
2000-07-14 22:00:00;3;Friday;2000-07-14;2000;7;Summer;14;22:00:00;22;0;28;4;True
2000-07-14 23:00:00;3;Friday;2000-07-14;2000;7;Summer;14;23:00:00;23;0;28;4;True
2000-07-15 00:00:00;3;Saturday;2000-07-15;2000;7;Summer;15;00:00:00;0;0;28;5;True
2000-07-15 01:00:00;3;Saturday;2000-07-15;2000;7;Summer;15;01:00:00;1;0;28;5;True
2000-07-15 02:00:00;3;Saturday;2000-07-15;2000;7;Summer;15;02:00:00;2;0;28;5;True
2000-07-15 03:00:00;2;Saturday;2000-07-15;2000;7;Summer;15;03:00:00;3;0;28;5;True
2000-07-15 04:00:00;2;Saturday;2000-07-15;2000;7;Summer;15;04:00:00;4;0;28;5;True
2000-07-15 05:00:00;2;Saturday;2000-07-15;2000;7;Summer;15;05:00:00;5;0;28;5;True
2000-07-15 06:00:00;2;Saturday;2000-07-15;2000;7;Summer;15;06:00:00;6;0;28;5;True
2000-07-15 07:00:00;2;Saturday;2000-07-15;2000;7;Summer;15;07:00:00;7;0;28;5;True
2000-07-15 08:00:00;2;Saturday;2000-07-15;2000;7;Summer;15;08:00:00;8;0;28;5;True
2000-07-15 09:00:00;3;Saturday;2000-07-15;2000;7;Summer;15;09:00:00;9;0;28;5;True
2000-07-15 10:00:00;3;Saturday;2000-07-15;2000;7;Summer;15;10:00:00;10;0;28;5;True
2000-07-15 11:00:00;3;Saturday;2000-07-15;2000;7;Summer;15;11:00:00;11;0;28;5;True
2000-07-15 12:00:00;3;Saturday;2000-07-15;2000;7;Summer;15;12:00:00;12;0;28;5;True
2000-07-15 13:00:00;3;Saturday;2000-07-15;2000;7;Summer;15;13:00:00;13;0;28;5;True
2000-07-15 14:00:00;3;Saturday;2000-07-15;2000;7;Summer;15;14:00:00;14;0;28;5;True
2000-07-15 15:00:00;3;Saturday;2000-07-15;2000;7;Summer;15;15:00:00;15;0;28;5;True
2000-07-15 16:00:00;3;Saturday;2000-07-15;2000;7;Summer;15;16:00:00;16;0;28;5;True
2000-07-15 17:00:00;3;Saturday;2000-07-15;2000;7;Summer;15;17:00:00;17;0;28;5;True
2000-07-15 18:00:00;3;Saturday;2000-07-15;2000;7;Summer;15;18:00:00;18;0;28;5;True
2000-07-15 19:00:00;3;Saturday;2000-07-15;2000;7;Summer;15;19:00:00;19;0;28;5;True
2000-07-15 20:00:00;3;Saturday;2000-07-15;2000;7;Summer;15;20:00:00;20;0;28;5;True
2000-07-15 21:00:00;3;Saturday;2000-07-15;2000;7;Summer;15;21:00:00;21;0;28;5;True
2000-07-15 22:00:00;3;Saturday;2000-07-15;2000;7;Summer;15;22:00:00;22;0;28;5;True
2000-07-15 23:00:00;3;Saturday;2000-07-15;2000;7;Summer;15;23:00:00;23;0;28;5;True
2000-07-16 00:00:00;3;Sunday;2000-07-16;2000;7;Summer;16;00:00:00;0;0;28;6;True
2000-07-16 01:00:00;3;Sunday;2000-07-16;2000;7;Summer;16;01:00:00;1;0;28;6;True
2000-07-16 02:00:00;2;Sunday;2000-07-16;2000;7;Summer;16;02:00:00;2;0;28;6;True
2000-07-16 03:00:00;2;Sunday;2000-07-16;2000;7;Summer;16;03:00:00;3;0;28;6;True
2000-07-16 04:00:00;2;Sunday;2000-07-16;2000;7;Summer;16;04:00:00;4;0;28;6;True
2000-07-16 05:00:00;2;Sunday;2000-07-16;2000;7;Summer;16;05:00:00;5;0;28;6;True
2000-07-16 06:00:00;2;Sunday;2000-07-16;2000;7;Summer;16;06:00:00;6;0;28;6;True
2000-07-16 07:00:00;2;Sunday;2000-07-16;2000;7;Summer;16;07:00:00;7;0;28;6;True
2000-07-16 08:00:00;2;Sunday;2000-07-16;2000;7;Summer;16;08:00:00;8;0;28;6;True
2000-07-16 09:00:00;2;Sunday;2000-07-16;2000;7;Summer;16;09:00:00;9;0;28;6;True
2000-07-16 10:00:00;3;Sunday;2000-07-16;2000;7;Summer;16;10:00:00;10;0;28;6;True
2000-07-16 11:00:00;3;Sunday;2000-07-16;2000;7;Summer;16;11:00:00;11;0;28;6;True
2000-07-16 12:00:00;3;Sunday;2000-07-16;2000;7;Summer;16;12:00:00;12;0;28;6;True
2000-07-16 13:00:00;3;Sunday;2000-07-16;2000;7;Summer;16;13:00:00;13;0;28;6;True
2000-07-16 14:00:00;3;Sunday;2000-07-16;2000;7;Summer;16;14:00:00;14;0;28;6;True
2000-07-16 15:00:00;3;Sunday;2000-07-16;2000;7;Summer;16;15:00:00;15;0;28;6;True
2000-07-16 16:00:00;3;Sunday;2000-07-16;2000;7;Summer;16;16:00:00;16;0;28;6;True
2000-07-16 17:00:00;3;Sunday;2000-07-16;2000;7;Summer;16;17:00:00;17;0;28;6;True
2000-07-16 18:00:00;3;Sunday;2000-07-16;2000;7;Summer;16;18:00:00;18;0;28;6;True
2000-07-16 19:00:00;3;Sunday;2000-07-16;2000;7;Summer;16;19:00:00;19;0;28;6;True
2000-07-16 20:00:00;3;Sunday;2000-07-16;2000;7;Summer;16;20:00:00;20;0;28;6;True
2000-07-16 21:00:00;3;Sunday;2000-07-16;2000;7;Summer;16;21:00:00;21;0;28;6;True
2000-07-16 22:00:00;3;Sunday;2000-07-16;2000;7;Summer;16;22:00:00;22;0;28;6;True
2000-07-16 23:00:00;3;Sunday;2000-07-16;2000;7;Summer;16;23:00:00;23;0;28;6;True
2000-07-17 00:00:00;3;Monday;2000-07-17;2000;7;Summer;17;00:00:00;0;0;29;0;True
2000-07-17 01:00:00;3;Monday;2000-07-17;2000;7;Summer;17;01:00:00;1;0;29;0;True
2000-07-17 02:00:00;2;Monday;2000-07-17;2000;7;Summer;17;02:00:00;2;0;29;0;True
2000-07-17 03:00:00;2;Monday;2000-07-17;2000;7;Summer;17;03:00:00;3;0;29;0;True
2000-07-17 04:00:00;2;Monday;2000-07-17;2000;7;Summer;17;04:00:00;4;0;29;0;True
2000-07-17 05:00:00;2;Monday;2000-07-17;2000;7;Summer;17;05:00:00;5;0;29;0;True
2000-07-17 06:00:00;2;Monday;2000-07-17;2000;7;Summer;17;06:00:00;6;0;29;0;True
2000-07-17 07:00:00;3;Monday;2000-07-17;2000;7;Summer;17;07:00:00;7;0;29;0;True
2000-07-17 08:00:00;3;Monday;2000-07-17;2000;7;Summer;17;08:00:00;8;0;29;0;True
2000-07-17 09:00:00;3;Monday;2000-07-17;2000;7;Summer;17;09:00:00;9;0;29;0;True
2000-07-17 10:00:00;3;Monday;2000-07-17;2000;7;Summer;17;10:00:00;10;0;29;0;True
2000-07-17 11:00:00;4;Monday;2000-07-17;2000;7;Summer;17;11:00:00;11;0;29;0;True
2000-07-17 12:00:00;4;Monday;2000-07-17;2000;7;Summer;17;12:00:00;12;0;29;0;True
2000-07-17 13:00:00;4;Monday;2000-07-17;2000;7;Summer;17;13:00:00;13;0;29;0;True
2000-07-17 14:00:00;4;Monday;2000-07-17;2000;7;Summer;17;14:00:00;14;0;29;0;True
2000-07-17 15:00:00;4;Monday;2000-07-17;2000;7;Summer;17;15:00:00;15;0;29;0;True
2000-07-17 16:00:00;4;Monday;2000-07-17;2000;7;Summer;17;16:00:00;16;0;29;0;True
2000-07-17 17:00:00;4;Monday;2000-07-17;2000;7;Summer;17;17:00:00;17;0;29;0;True
2000-07-17 18:00:00;4;Monday;2000-07-17;2000;7;Summer;17;18:00:00;18;0;29;0;True
2000-07-17 19:00:00;4;Monday;2000-07-17;2000;7;Summer;17;19:00:00;19;0;29;0;True
2000-07-17 20:00:00;4;Monday;2000-07-17;2000;7;Summer;17;20:00:00;20;0;29;0;True
2000-07-17 21:00:00;4;Monday;2000-07-17;2000;7;Summer;17;21:00:00;21;0;29;0;True
2000-07-17 22:00:00;4;Monday;2000-07-17;2000;7;Summer;17;22:00:00;22;0;29;0;True
2000-07-17 23:00:00;4;Monday;2000-07-17;2000;7;Summer;17;23:00:00;23;0;29;0;True
2000-07-18 00:00:00;3;Tuesday;2000-07-18;2000;7;Summer;18;00:00:00;0;0;29;1;True
2000-07-18 01:00:00;3;Tuesday;2000-07-18;2000;7;Summer;18;01:00:00;1;0;29;1;True
2000-07-18 02:00:00;3;Tuesday;2000-07-18;2000;7;Summer;18;02:00:00;2;0;29;1;True
2000-07-18 03:00:00;3;Tuesday;2000-07-18;2000;7;Summer;18;03:00:00;3;0;29;1;True
2000-07-18 04:00:00;3;Tuesday;2000-07-18;2000;7;Summer;18;04:00:00;4;0;29;1;True
2000-07-18 05:00:00;3;Tuesday;2000-07-18;2000;7;Summer;18;05:00:00;5;0;29;1;True
2000-07-18 06:00:00;3;Tuesday;2000-07-18;2000;7;Summer;18;06:00:00;6;0;29;1;True
2000-07-18 07:00:00;3;Tuesday;2000-07-18;2000;7;Summer;18;07:00:00;7;0;29;1;True
2000-07-18 08:00:00;3;Tuesday;2000-07-18;2000;7;Summer;18;08:00:00;8;0;29;1;True
2000-07-18 09:00:00;4;Tuesday;2000-07-18;2000;7;Summer;18;09:00:00;9;0;29;1;True
2000-07-18 10:00:00;4;Tuesday;2000-07-18;2000;7;Summer;18;10:00:00;10;0;29;1;True
2000-07-18 11:00:00;4;Tuesday;2000-07-18;2000;7;Summer;18;11:00:00;11;0;29;1;True
2000-07-18 12:00:00;4;Tuesday;2000-07-18;2000;7;Summer;18;12:00:00;12;0;29;1;True
2000-07-18 13:00:00;4;Tuesday;2000-07-18;2000;7;Summer;18;13:00:00;13;0;29;1;True
2000-07-18 14:00:00;4;Tuesday;2000-07-18;2000;7;Summer;18;14:00:00;14;0;29;1;True
2000-07-18 15:00:00;4;Tuesday;2000-07-18;2000;7;Summer;18;15:00:00;15;0;29;1;True
2000-07-18 16:00:00;5;Tuesday;2000-07-18;2000;7;Summer;18;16:00:00;16;0;29;1;True
2000-07-18 17:00:00;5;Tuesday;2000-07-18;2000;7;Summer;18;17:00:00;17;0;29;1;True
2000-07-18 18:00:00;5;Tuesday;2000-07-18;2000;7;Summer;18;18:00:00;18;0;29;1;True
2000-07-18 19:00:00;4;Tuesday;2000-07-18;2000;7;Summer;18;19:00:00;19;0;29;1;True
2000-07-18 20:00:00;4;Tuesday;2000-07-18;2000;7;Summer;18;20:00:00;20;0;29;1;True
2000-07-18 21:00:00;4;Tuesday;2000-07-18;2000;7;Summer;18;21:00:00;21;0;29;1;True
2000-07-18 22:00:00;4;Tuesday;2000-07-18;2000;7;Summer;18;22:00:00;22;0;29;1;True
2000-07-18 23:00:00;4;Tuesday;2000-07-18;2000;7;Summer;18;23:00:00;23;0;29;1;True
2000-07-19 00:00:00;3;Wednesday;2000-07-19;2000;7;Summer;19;00:00:00;0;0;29;2;True
2000-07-19 01:00:00;3;Wednesday;2000-07-19;2000;7;Summer;19;01:00:00;1;0;29;2;True
2000-07-19 02:00:00;3;Wednesday;2000-07-19;2000;7;Summer;19;02:00:00;2;0;29;2;True
2000-07-19 03:00:00;3;Wednesday;2000-07-19;2000;7;Summer;19;03:00:00;3;0;29;2;True
2000-07-19 04:00:00;3;Wednesday;2000-07-19;2000;7;Summer;19;04:00:00;4;0;29;2;True
2000-07-19 05:00:00;3;Wednesday;2000-07-19;2000;7;Summer;19;05:00:00;5;0;29;2;True
2000-07-19 06:00:00;3;Wednesday;2000-07-19;2000;7;Summer;19;06:00:00;6;0;29;2;True
